pH,Temperature,D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
5.99739,25.72,8.37,76.06,0.2,85.72,11.45,174.63,1.26
5.98891,25.75,8.33,79,0.19,86.02,11.38,171.94,1.26
6.00389,25.74,8.25,77.38,0.19,84.7,11.53,170.53,1.26
6.01769,25.7,8.2,78.19,0.2,85.43,11.48,171.43,1.27
6.00899,25.66,8.13,77.96,0.19,85.51,11.47,171.56,1.26
6.02382,25.61,8.04,76.83,0.21,85.77,11.48,171.56,1.26
6.04071,25.54,7.9,79.02,0.2,85.49,11.47,171.49,1.26
6.0983,25.44,7.75,78.09,0.19,86.23,11.42,171.75,1.26
6.08402,25.33,7.55,78.26,0.19,85.63,11.35,170.92,1.26
6.10834,25.21,7.33,77.59,0.19,85.46,11.48,166.56,1.25
6.07795,25.1,7.1,77.14,0.2,86.15,11.42,164.25,1.27
6.08511,24.98,6.86,77.57,0.2,85.98,11.39,164.32,1.26
6.05037,24.87,6.6,77.26,0.2,86.23,11.37,163.74,1.25
6.0586,24.75,6.36,76.63,0.2,86.29,11.43,162.46,1.26
6.02708,24.64,6.12,76.92,0.2,86.11,11.43,162.01,1.26
6.01485,24.52,5.92,76.01,0.2,86.56,11.38,161.18,1.26
5.98434,24.4,5.73,76.42,0.19,86.82,11.32,161.43,1.27
5.9646,24.29,5.57,76.04,0.19,87.13,11.32,160.6,1.26
5.95996,24.2,5.42,75.33,0.19,87.02,11.38,160.47,1.26
5.94781,24.11,5.3,74.66,0.18,86.5,11.46,160.21,1.25
5.94751,24.03,5.2,74.94,0.19,87.08,11.4,160.41,1.27
5.94292,23.95,5.1,75.68,0.19,87.47,11.33,159.38,1.27
5.92754,23.87,5.02,74.42,0.19,87.19,11.38,159.06,1.27
5.93051,23.79,4.95,74.4,0.19,87.16,11.43,160.09,1.26
5.92593,23.72,4.89,74.04,0.18,87.35,11.37,159.45,1.26
5.92891,23.65,4.83,73.43,0.19,87.54,11.39,159.32,1.28
5.91573,23.58,4.79,73.41,0.2,86.66,11.49,158.55,1.27
5.92412,23.52,4.75,73.79,0.18,86.87,11.48,157.46,1.25
5.90984,23.45,4.72,72.74,0.18,88.41,11.3,157.27,1.27
5.91823,23.38,4.69,72.02,0.18,87.73,11.43,157.01,1.24
5.89964,23.32,4.67,70.72,0.18,87.51,11.58,156.3,1.27
5.90806,23.26,4.65,71.51,0.19,87.52,11.44,156.3,1.28
5.8949,23.21,4.65,71.36,0.19,87.34,11.42,156.75,1.26
5.89688,23.16,4.67,70.79,0.19,87.84,11.26,156.82,1.27
5.90206,23.1,4.67,70.55,0.19,86.3,11.45,156.63,1.25
5.89632,23.01,4.92,69.66,0.18,83.42,11.3,159.45,1.22
5.89289,22.95,4.92,68.84,0.2,83.87,11.26,160.21,1.24
5.8959,22.89,4.91,68.8,0.18,83.88,11.28,159.83,1.23
5.89238,22.82,4.9,67.51,0.18,83.63,11.24,158.61,1.24
5.88885,22.74,4.89,68.45,0.19,84.23,11.23,158.8,1.24
5.90262,22.66,4.88,68.1,0.19,83.96,11.26,158.29,1.23
5.89048,22.6,4.87,67.62,0.19,83.54,11.3,158.48,1.24
5.88266,22.54,4.85,66.61,0.2,83.1,11.38,158.8,1.23
5.90402,22.46,4.83,66.87,0.19,82.85,11.43,159.25,1.23
5.91141,22.41,4.83,67.36,0.19,83.31,11.36,158.61,1.24
5.87654,22.35,4.84,64.86,0.18,83.54,11.29,158.55,1.23
5.88497,22.29,4.83,65.02,0.18,83.34,11.27,158.23,1.24
5.88689,22.22,4.84,64.6,0.19,83.12,11.32,158.16,1.24
5.88779,22.17,4.83,64.53,0.19,83.16,11.34,158.42,1.23
5.88873,22.13,4.84,65.04,0.18,82.84,11.34,158.29,1.24
5.9038,22.11,4.84,63.69,0.19,82.74,11.41,158.36,1.24
5.88635,22.08,4.84,63.87,0.19,83.28,11.33,158.42,1.22
5.89384,22.05,4.84,63.26,0.19,82.76,11.37,158.23,1.24
5.88179,22.02,4.84,63.88,0.19,83.08,11.35,158.16,1.23
5.88814,21.98,4.85,64.37,0.19,82.94,11.39,158.23,1.23
5.88584,21.94,4.91,64.63,0.19,82.62,11.43,158.8,1.23
5.88248,21.92,5.01,64.63,0.2,82.53,11.43,159.25,1.23
5.87376,21.9,5.13,64.74,0.19,83.33,11.36,160.53,1.24
5.87378,21.91,5.3,64.63,0.19,83.37,11.33,161.3,1.24
5.86847,21.94,5.49,64.09,0.18,83.47,11.32,161.88,1.24
5.8688,22.03,5.82,65.08,0.2,83.79,11.2,162.84,1.23
5.87564,22.11,6.06,64.99,0.19,83.21,11.29,164.7,1.24
5.86959,22.24,6.45,65.24,0.19,83.44,11.23,166.3,1.23
6.17347,22.38,6.78,66.53,0.19,83.91,11.22,160.02,1.24
6.20325,22.58,7.26,64.99,0.2,84.13,11.17,160.79,1.23
6.22547,22.8,7.62,64.22,0.18,84.45,11.11,162.07,1.24
6.24774,23.05,7.95,64.56,0.2,84,11.18,163.1,1.23
6.27538,23.3,8.36,65.8,0.19,83.8,11.17,163.93,1.24
6.29623,23.45,8.59,64.98,0.22,83.42,11.18,164,1.25
6.33034,23.73,8.97,64.96,0.19,83.94,11.08,165.28,1.23
6.36023,24.09,9.28,65.63,0.19,83.46,11.15,166.24,1.24
6.37296,24.51,9.34,65.52,0.19,83.39,11.18,167.97,1.23
6.36209,24.96,9.25,66.55,0.19,83.38,11.2,168.55,1.23
6.35111,25.34,9.12,66.43,0.22,83.41,11.18,168.61,1.23
6.36008,25.52,9.11,66.42,0.2,83.36,11.14,166.69,1.23
6.35481,26.06,9.03,66.94,0.19,83.66,11.08,168.42,1.23
6.35329,26.35,8.91,66.89,0.19,82.54,11.22,167.65,1.23
6.3605,26.72,8.89,66.62,0.2,83.36,11.13,167.9,1.24
6.36268,27.24,8.81,67.7,0.19,83.18,11.17,168.22,1.23
6.36484,27.76,8.72,67.89,0.2,83.42,11.14,168.1,1.24
6.36779,28.15,8.65,68.97,0.19,83.27,11.15,167.33,1.24
6.36982,28.62,8.56,68.79,0.19,83.33,11.17,166.94,1.23
6.37463,28.89,8.54,69.19,0.21,83.17,11.16,165.66,1.23
6.3783,29.13,8.46,69.36,0.19,82.94,11.2,165.28,1.23
6.38252,29.12,8.38,69.15,0.19,82.71,11.23,164.25,1.23
6.37038,28.88,8.28,68.44,0.2,81.97,11.35,162.78,1.24
6.3933,28.69,8.27,69.68,0.2,82.76,11.23,163.29,1.24
6.39952,28.61,8.24,69.51,0.19,83.33,11.14,164.64,1.23
6.40164,28.61,8.19,68.97,0.19,83.74,11.12,165.47,1.23
6.41015,28.62,8.18,68.85,0.19,84.62,11.06,165.6,1.23
6.41843,28.52,8.15,69.94,0.2,84.48,11.09,165.41,1.23
6.42164,28.53,8.12,69.65,0.19,84.52,11.08,166.56,1.23
6.428,28.53,8.11,69.97,0.19,85.35,10.98,166.88,1.25
6.43757,28.54,8.08,69.97,0.19,85.6,10.97,166.62,1.24
6.44585,28.42,8.06,69.77,0.2,85.44,11,165.85,1.23
6.45215,28.38,8.05,70.11,0.2,85.5,11.01,166.3,1.24
6.46259,28.29,8.02,69.95,0.22,85.61,11.01,166.3,1.24
6.46879,28.19,8.02,69.99,0.2,85.92,11.01,165.66,1.24
6.4737,27.96,7.96,69.96,0.19,85.59,11.04,165.21,1.25
6.49254,27.78,8.01,69.19,0.19,86.27,10.95,165.02,1.25
6.49857,27.57,7.99,70.81,0.19,86.42,10.94,165.41,1.25
6.50991,27.34,7.99,69.1,0.19,86.3,10.98,165.34,1.24
6.50953,27.11,7.96,69.46,0.19,86.79,10.92,165.21,1.25
6.50901,26.79,7.87,69.02,0.19,86.37,10.95,164.96,1.26
6.5118,26.54,7.83,69.86,0.2,87.46,10.82,165.08,1.26
6.49746,26.27,7.63,71.34,0.2,87.84,10.78,164.51,1.27
6.47342,25.97,7.38,71.9,0.19,88.35,10.75,163.67,1.26
6.44826,25.68,7.13,71.02,0.19,87.78,10.79,162.97,1.25
6.41987,25.4,6.89,71.97,0.18,87.94,10.78,162.33,1.25
6.39694,25.2,6.64,71.86,0.18,88.11,10.78,161.5,1.26
6.36863,25,6.38,71.93,0.19,88.08,10.8,160.98,1.27
6.34673,24.81,6.15,70.9,0.19,88.53,10.74,160.66,1.26
6.32592,24.63,5.94,71.09,0.19,89.48,10.65,159.57,1.25
6.30192,24.48,5.76,71.7,0.22,88.95,10.72,159.19,1.27
6.28436,24.34,5.6,71.54,0.19,88.44,10.81,159.51,1.27
6.27005,24.21,5.47,71.76,0.19,88.66,10.76,159.96,1.25
6.25142,24.08,5.34,71.76,0.19,88.64,10.79,160.02,1.27
6.2414,23.95,5.23,69.91,0.18,89.76,10.63,159.83,1.26
6.23138,23.83,5.14,71,0.19,89.33,10.75,159.51,1.27
6.22242,23.7,5.06,71.48,0.2,89.1,10.78,159.77,1.26
6.21889,23.58,4.98,72.01,0.19,89.38,10.78,159.19,1.27
6.20998,23.48,4.93,72.46,0.19,89.24,10.78,158.29,1.27
6.20432,23.38,4.87,71.87,0.19,89.1,10.8,158.48,1.27
6.19647,23.27,4.83,70.85,0.19,88.5,10.89,158.74,1.27
6.19297,23.18,4.79,70.63,0.19,88.61,10.89,158.74,1.27
6.18731,23.08,4.76,70.67,0.19,89.87,10.75,158.8,1.27
6.18496,23.02,4.73,70.75,0.18,89.4,10.79,158.55,1.27
6.18478,22.95,4.71,70.53,0.18,88.71,10.89,157.91,1.27
6.18138,22.89,4.69,70.78,0.19,88.74,10.9,157.52,1.28
6.17799,22.84,4.67,69.79,0.2,88.78,10.89,157.59,1.27
6.1746,22.79,4.66,69.28,0.19,88.36,10.99,157.52,1.27
6.17224,22.72,4.64,69.68,0.14,87.91,11.04,157.59,1.27
6.16774,22.66,4.64,69.24,0.16,88.13,11.03,157.84,1.28
6.16869,22.61,4.63,69.68,0.17,87.97,11.01,157.84,1.27
6.16533,22.57,4.62,68.83,0.19,88.05,11.05,157.97,1.28
6.16627,22.52,4.67,68.39,0.2,87.87,10.92,158.1,1.27
6.1629,22.48,4.66,66.94,0.19,87.27,10.99,158.16,1.27
6.16174,22.45,4.65,66.88,0.19,86.96,11.03,157.97,1.27
6.16058,22.42,4.65,66.69,0.2,87.09,10.98,157.91,1.26
6.15833,22.39,4.64,66.52,0.2,87.21,10.96,157.97,1.26
6.15718,22.37,4.64,66.77,0.19,87.13,10.99,157.39,1.26
6.15711,22.35,4.64,66.84,0.2,86.82,11.06,157.07,1.26
6.157,22.31,4.63,66.58,0.2,86.25,11.12,156.88,1.27
6.15694,22.29,4.63,65.8,0.19,86.39,11.13,156.37,1.27
6.15797,22.27,4.66,65.44,0.19,86.54,11.05,156.69,1.26
6.15574,22.24,4.66,65.1,0.2,86.68,11,156.11,1.26
6.15458,22.22,4.68,64.62,0.22,86.59,11.04,155.54,1.27
6.15345,22.2,4.69,64.54,0.2,85.88,11.12,155.41,1.27
6.15449,22.19,4.69,64.22,0.19,86.05,11.13,155.09,1.27
6.15768,22.16,4.69,64.29,0.19,85.76,11.17,155.09,1.26
6.15543,22.14,4.71,65.13,0.2,86.1,11.09,154.7,1.27
6.15755,22.12,4.74,64.75,0.19,86.04,11.09,155.15,1.26
6.16187,22.11,4.91,64.62,0.2,85.8,11.16,155.98,1.26
6.16507,22.09,5.01,64.43,0.19,86.39,11.05,156.82,1.25
6.17155,22.09,5.16,64.18,0.19,85.7,11.13,157.59,1.26
6.18034,22.13,5.38,64.28,0.2,86.28,11.07,158.48,1.26
6.19029,22.2,5.65,64.46,0.2,86.3,11.05,159.51,1.26
6.2014,22.3,5.96,64.84,0.2,86.66,10.96,160.85,1.26
6.21147,22.42,6.26,65.12,0.2,87.06,10.88,165.66,1.26
6.22156,22.55,6.58,64.9,0.21,86.86,10.9,169.06,1.26
6.25245,22.77,7.09,65.77,0.19,87.19,10.87,171.3,1.26
6.26359,22.9,7.34,65.27,0.2,86.53,10.94,173.35,1.26
6.28337,23.04,7.66,65.89,0.19,86.78,10.88,174.51,1.26
6.30641,23.18,8.03,65.76,0.19,86.62,10.86,174.63,1.26
6.32714,23.27,8.22,65.68,0.2,85.83,10.92,175.4,1.26
6.36207,23.45,8.67,66.33,0.19,86,10.88,176.36,1.26
6.40342,23.61,9.04,66.44,0.19,85.49,10.92,177.65,1.26
6.41989,23.76,9.27,66.1,0.19,85.32,10.93,178.35,1.26
6.40804,23.76,9.09,65.64,0.2,83.63,10.87,179.25,1.24
6.44721,23.95,9.34,65.73,0.2,84.27,10.77,180.02,1.24
6.44897,24.32,9.37,67.26,0.2,84.24,10.76,180.53,1.24
6.43596,24.84,9.3,67.25,0.2,84.28,10.77,181.75,1.24
6.43177,25.46,9.2,67.4,0.21,84.87,10.72,182.32,1.23
6.44255,26.06,9.11,66.97,0.19,84.75,10.73,182.32,1.24
6.44043,26.65,9.03,68.56,0.2,84.37,10.8,181.36,1.24
6.44046,27.23,8.9,67.11,0.2,84.21,10.81,180.66,1.23
6.44254,27.78,8.79,69.52,0.2,83.71,10.89,179.12,1.23
6.43409,27.81,8.6,69.44,0.19,82.38,11.04,178.67,1.24
6.43278,27.68,8.4,69.32,0.19,80.95,11.1,176.81,1.23
6.44847,27.54,8.23,70.01,0.21,80.66,11.04,177.07,1.22
6.44903,27.26,8.17,71.13,0.19,79.38,10.81,178.03,1.21
6.46245,27.02,8.24,70.74,0.2,77.68,10.68,180.14,1.19
6.48805,27.02,8.34,70.23,0.23,78.08,10.63,180.14,1.19
6.48017,27.4,8.34,70.62,0.22,79.28,10.49,181.62,1.19
6.46411,27.95,8.31,71.88,0.2,79.77,10.46,182.96,1.18
6.47241,28.44,8.3,72.62,0.19,79.54,10.5,182,1.19
6.48862,28.6,8.25,72.84,0.2,78.3,10.64,181.04,1.18
6.47507,28.75,8.17,72.87,0.2,78.95,10.58,182.45,1.17
6.47742,28.88,8.16,72.15,0.21,78.96,10.55,182.58,1.18
6.49123,28.9,8.09,73.81,0.21,79.19,10.6,181.62,1.19
6.42953,28.77,8.1,75.61,0.22,79.23,10.58,176.75,1.18
6.43812,28.83,8.06,76.8,0.21,80.39,10.43,177,1.17
6.40945,28.81,8.03,76.66,0.2,79.53,10.57,171.69,1.18
6.42856,28.82,7.98,76.9,0.2,80.16,10.51,168.16,1.2
6.46542,28.68,7.86,77.09,0.19,80.29,10.5,166.17,1.21
6.44916,28.49,7.85,79.84,0.2,80.29,10.49,165.21,1.2
6.44871,28.24,7.73,79.17,0.21,79.9,10.52,163.48,1.2
6.40854,27.8,7.56,77.65,0.21,78.51,10.37,167.2,1.19
6.41448,27.58,7.55,77.59,0.2,78.4,10.35,166.49,1.19
6.3447,27.31,7.49,77.13,0.21,78.35,10.3,166.94,1.19
6.31214,27.05,7.46,78.27,0.2,79.5,10.16,166.88,1.19
6.35964,26.82,7.34,79.46,0.21,79.8,10.14,166.94,1.18
6.41688,26.61,7.1,84.95,0.21,79.53,10.19,166.81,1.18
6.38545,26.39,6.85,80.88,0.22,80.03,10.08,165.34,1.18
6.30588,26.18,6.56,75.71,0.21,79.76,10.16,163.87,1.19
6.24759,25.97,6.31,77.14,0.19,80.28,10.11,163.1,1.19
6.21386,25.76,6.06,76.79,0.19,80.01,10.16,162.46,1.2
6.18334,25.56,5.83,78.87,0.19,80,10.18,161.75,1.2
6.20431,25.39,5.62,81.97,0.2,79.84,10.17,161.62,1.19
6.21456,25.21,5.44,74.85,0.19,79.89,10.15,162.14,1.19
6.21095,25.06,5.29,75.68,0.19,80.63,10.12,162.14,1.2
6.19126,24.93,5.17,73.86,0.19,81.2,10.07,162.52,1.2
6.17799,24.79,5.04,73.54,0.2,80.55,10.16,161.82,1.2
6.14212,24.65,4.97,74.27,0.19,80.5,10.16,161.18,1.2
6.14172,24.51,4.9,71.97,0.2,80.87,10.12,161.05,1.2
6.13166,24.37,4.82,72.1,0.2,80.45,10.18,160.73,1.2
6.13665,24.24,4.56,72.94,0.21,80.22,10.23,160.73,1.19
6.12551,24.12,4.44,72.37,0.19,80.22,10.24,160.41,1.2
6.11656,24,4.47,72.08,0.19,81.28,10.11,160.6,1.2
6.09252,23.89,4.49,71.23,0.19,81.12,10.14,161.82,1.19
6.09869,23.79,4.37,71.16,0.2,81.01,10.16,161.75,1.2
6.09628,23.71,4.39,70.26,0.2,81.15,10.15,159.7,1.2
6.07874,23.62,4.22,70.95,0.2,81.06,10.17,159.96,1.18
6.08386,23.53,4.28,70.8,0.2,80.97,10.17,159.7,1.19
6.07712,23.44,4.27,70.25,0.19,80.91,10.19,159.96,1.2
6.0866,23.37,4.28,70.57,0.19,81.06,10.18,159.12,1.2
6.08961,23.29,4.26,70.76,0.2,81.03,10.2,158.93,1.19
6.11317,23.23,4.32,70.83,0.21,80.82,10.22,158.68,1.19
6.1346,23.17,4.37,68.85,0.19,80.83,10.23,158.55,1.19
6.12042,23.12,4.5,70.15,0.19,81.71,10.14,158.74,1.2
6.10516,23.08,4.32,69.87,0.21,81.77,10.15,158.29,1.2
6.10071,23.03,4.31,70.58,0.2,81.22,10.21,158.8,1.2
6.10816,23,4.34,70.9,0.19,80.9,10.27,158.93,1.2
6.0994,22.96,4.36,70.88,0.19,80.77,10.31,158.87,1.2
6.09389,22.93,4.43,70.3,0.2,80.87,10.26,158.55,1.2
6.08296,22.89,4.48,70.62,0.19,80.95,10.28,158.23,1.2
6.08825,22.85,4.5,70.48,0.2,80.62,10.31,157.71,1.19
6.07404,22.8,4.54,70,0.2,81.08,10.27,157.39,1.2
6.06523,22.75,4.54,70.29,0.19,80.51,10.36,157.46,1.2
6.06397,22.7,4.55,69.04,0.2,80.33,10.37,157.65,1.21
6.05948,22.65,4.61,68.53,0.2,80.36,10.36,157.65,1.19
6.0615,22.6,4.62,68.29,0.21,80.62,10.34,158.16,1.2
6.07004,22.56,4.59,69.03,0.21,80.92,10.33,159.57,1.2
6.0515,22.52,4.49,69.58,0.22,80.78,10.34,164.7,1.2
6.05464,22.48,4.45,68.96,0.2,80.66,10.38,167.46,1.21
6.06211,22.45,4.35,68.61,0.2,80.54,10.36,168.03,1.21
6.0414,22.41,4.18,68.97,0.2,80.62,10.4,169.25,1.19
6.04345,22.37,4.28,69.28,0.22,80.92,10.35,170.02,1.21
6.03579,22.35,4.74,69.91,0.19,81.26,10.31,170.15,1.2
6.05304,22.33,4.9,69.53,0.2,80.97,10.34,171.11,1.2
6.04981,22.33,5.07,69.84,0.2,81,10.28,171.04,1.2
6.05218,22.39,5.01,69.33,0.19,81.2,10.25,172.01,1.19
6.0698,22.48,5.19,70.51,0.2,81.3,10.22,173.86,1.2
6.08409,22.55,5.25,70.64,0.2,81.72,10.18,175.34,1.2
6.08748,22.6,5.26,70.73,0.2,81.47,10.16,176.04,1.2
6.09971,22.71,5.23,69.24,0.21,82.23,10.06,177.58,1.2
6.09901,22.83,4.94,70.47,0.2,81.41,10.13,177.45,1.21
6.12019,23.04,6.4,71.15,0.23,81.52,10.13,177.52,1.21
6.12634,23.3,5.78,70.69,0.2,81.71,10.09,178.35,1.21
6.14425,23.52,7.04,72.12,0.21,82.62,9.97,180.08,1.19
6.16538,23.74,8.07,71.44,0.21,82.99,9.88,181.94,1.21
6.2159,24.09,8.39,71.36,0.19,82.28,10,182.71,1.19
6.22637,24.39,8.67,71.64,0.2,82.18,10.01,183.09,1.17
6.25671,24.47,8.58,72.34,0.2,80.96,10.09,182.84,1.2
6.25245,24.49,8.23,72.86,0.2,80,10.18,182.58,1.2
6.28305,24.69,7.96,74.85,0.2,81.11,10.03,184.63,1.2
6.25826,25.09,9.07,74.63,0.22,81.01,10.01,186.75,1.19
6.32245,25.47,9.07,74.09,0.21,81.22,10,187.71,1.19
6.29688,26,9.12,74.02,0.22,80.78,10.07,187.96,1.2
6.31093,26.52,9.03,73.81,0.2,80.95,10.06,188.16,1.22
6.25342,27.02,8.96,75.25,0.2,80.52,10.09,185.53,1.21
6.24635,27.6,8.9,74.5,0.21,80.83,10.08,180.34,1.21
6.28323,27.89,8.81,74.92,0.22,80.47,10.09,177.13,1.21
6.30747,28.26,8.71,73.83,0.21,80.83,10.06,177.32,1.21
6.2627,28.62,8.65,74.56,0.22,81.04,10.02,177.58,1.21
6.249,29.09,8.56,75.43,0.21,81.27,10.02,178.54,1.21
6.27747,29.48,8.44,76.32,0.22,80.79,10.11,172.52,1.21
6.30922,29.48,8.32,74.33,0.2,80.19,10.19,174.31,1.19
6.28995,29.84,8.34,75.53,0.21,82.04,9.98,173.22,1.21
6.28011,30.14,8.25,76.63,0.21,81.95,10.01,174.76,1.21
6.32137,30.18,8.1,75.69,0.2,81.57,10.08,173.35,1.21
6.31318,30.3,8.13,76.45,0.21,83.45,9.83,176.11,1.22
6.34619,30.44,8.06,75.59,0.2,83.1,9.9,177.13,1.22
6.37912,30.56,8,76.65,0.21,83.47,9.87,177.26,1.2
6.37625,30.7,7.95,76.12,0.21,84.12,9.82,177,1.22
6.34064,30.8,7.89,76.23,0.2,84.86,9.75,173.35,1.2
6.33654,30.85,7.84,76.75,0.2,86.07,9.62,175.79,1.21
6.36496,30.84,7.85,76.33,0.2,86.02,9.65,176.43,1.22
6.35532,30.77,7.83,76.13,0.2,86.6,9.6,176.3,1.21
6.28243,30.68,7.8,76.55,0.22,87.99,9.48,175.79,1.22
6.35897,30.5,7.78,75.38,0.2,88.9,9.37,175.85,1.22
6.39968,30.29,7.67,76.14,0.2,90.38,9.26,175.79,1.22
6.36542,30.06,7.68,75.65,0.2,90.88,9.22,176.68,1.23
6.34478,29.78,7.64,74.6,0.19,91.48,9.14,177.2,1.21
6.3801,29.49,7.54,74.55,0.2,92.46,9.04,177.52,1.22
6.43987,29.2,7.6,74.79,0.2,93.75,8.9,177.58,1.21
6.43511,28.92,7.42,74.16,0.21,94.38,8.84,177.07,1.21
6.4229,28.64,7.18,73.66,0.2,94.75,8.81,176.43,1.24
6.38306,28.35,6.88,74.17,0.19,95.57,8.74,174.95,1.21
6.36444,28.07,6.59,74.02,0.19,96.48,8.66,172.97,1.23
6.3181,27.79,6.29,72.89,0.19,96.6,8.63,171.3,1.21
6.30576,27.51,5.98,72.59,0.18,97.98,8.51,169.83,1.24
6.26148,27.26,5.72,72.74,0.18,99.24,8.41,169.25,1.24
6.2481,27.02,5.45,72.33,0.18,99.83,8.38,168.61,1.24
6.04718,23.53,4.12,64.8,0.18,99.87,8.55,169.89,1.25
6.04376,23.48,4.13,63.92,0.19,99.91,8.56,168.87,1.26
6.04896,23.41,4.15,63.95,0.18,99.42,8.62,168.48,1.27
6.0531,23.36,4.15,62.96,0.19,98.95,8.67,168.74,1.26
6.05725,23.3,4.15,62.89,0.19,99.24,8.66,168.74,1.26
6.05171,23.26,4.16,62.21,0.18,99.08,8.67,168.1,1.26
6.04292,23.21,4.17,62.6,0.18,98.89,8.68,168.67,1.25
6.0417,23.17,4.18,62.4,0.19,98.99,8.68,168.42,1.27
6.04483,23.14,4.2,62.14,0.19,98.35,8.73,167.65,1.26
6.03174,23.1,4.21,62.73,0.19,99.97,8.61,167.84,1.27
6.03701,23.06,4.23,62.73,0.18,97.31,8.86,168.35,1.27
6.03691,23.03,4.26,62.05,0.19,97.44,8.85,167.07,1.27
6.03142,23,4.29,61.74,0.19,98.08,8.79,167.33,1.27
6.02488,22.98,4.37,62.15,0.2,96.3,8.95,168.67,1.27
6.02483,22.97,4.5,62.82,0.19,98.69,8.73,169.83,1.27
6.02481,22.96,4.73,63.03,0.2,95.5,8.99,168.67,1.25
6.02489,22.99,5,63.77,0.2,95.09,9.01,171.36,1.25
6.03796,23.02,5.27,64.99,0.19,95.94,8.94,172.77,1.27
6.02724,23.04,5.47,64.15,0.18,94.82,9.02,173.74,1.26
6.02731,23.07,5.66,62.88,0.19,94.92,9.02,172.26,1.27
6.03392,23.1,5.88,63.01,0.19,97.27,8.78,173.35,1.25
6.02546,23.16,6.11,63.25,0.18,94.07,9.04,174.57,1.27
6.03648,23.23,6.38,63.71,0.19,94.58,9,176.68,1.27
6.04121,23.35,6.81,63.55,0.18,94.84,8.97,178.41,1.27
6.0353,23.53,7.3,64.87,0.19,95.02,8.96,179.7,1.26
6.04023,23.72,7.77,64.96,0.19,93.57,9.03,178.99,1.27
6.03134,23.97,8.29,64.49,0.19,95.06,8.91,180.02,1.27
6.04207,24.29,8.74,64.96,0.18,95.09,8.86,180.08,1.27
6.05833,24.66,9.15,64.82,0.19,93.66,9,182.84,1.26
6.06381,25.04,9.47,65.48,0.18,94.12,8.97,180.79,1.26
6.06419,25.5,9.55,66.36,0.19,96.6,8.74,186.49,1.26
6.05619,26.02,9.43,67.19,0.2,94.22,8.94,186.62,1.27
6.03016,26.57,9.32,67.02,0.2,94.64,8.91,187.71,1.27
6.03883,26.95,9.21,66.36,0.18,94,8.95,187.45,1.25
6.03365,27.33,9.1,67.19,0.2,93.04,9.03,188.35,1.27
6.04132,27.73,8.99,66.49,0.19,92.09,9.11,187.83,1.25
6.06612,27.83,8.88,66.26,0.19,91.03,9.14,186.68,1.26
6.05911,27.97,8.81,67.49,0.19,91.15,9.13,187.71,1.26
6.04711,28.21,8.76,67.32,0.19,91.62,9.08,188.8,1.27
6.0214,28.8,8.69,68.98,0.19,92.42,9.02,191.74,1.27
6.02602,29.25,8.62,68.24,0.19,91.55,9.12,191.68,1.26
6.02073,29.57,8.52,68.29,0.18,91.56,9.15,190.72,1.27
6.01935,29.8,8.44,68.45,0.19,90.74,9.19,190.78,1.26
6.02781,30.13,8.42,67.62,0.22,91.63,9.14,191.17,1.26
6.06202,30.61,8.35,68.67,0.19,91.02,9.2,190.08,1.27
6.09284,31.05,8.28,73.24,0.19,90.56,9.25,190.59,1.27
6.07296,31.43,8.21,76.04,0.19,90.3,9.34,190.65,1.27
6.09408,31.82,8.15,75.04,0.2,90.3,9.32,189.82,1.27
6.07917,32.1,8.08,75.08,0.19,90.12,9.38,189.12,1.28
6.0683,32.32,8.02,74,0.2,89.09,9.5,188.6,1.27
6.0834,32.46,7.95,77.84,0.21,89.13,9.49,188.22,1.27
6.08679,32.54,7.88,73.03,0.19,89.16,9.5,187.19,1.27
6.10992,32.57,7.84,77.88,0.2,89.05,9.52,185.72,1.28
6.13184,32.55,7.79,78.63,0.2,88.95,9.57,186.17,1.27
6.1147,32.42,7.74,77.73,0.19,88.7,9.6,187.26,1.27
6.10658,32.15,7.66,77.09,0.19,88.61,9.59,186.75,1.28
6.13311,31.89,7.62,77.87,0.19,91.27,9.35,187.13,1.29
6.14826,31.68,7.57,78.91,0.19,88.75,9.62,188.48,1.28
6.13922,31.45,7.58,77.5,0.2,89.95,9.48,190.14,1.26
6.13432,31.21,7.56,79.67,0.19,93.04,9.19,189.82,1.29
6.13241,30.91,7.49,80.1,0.18,91.07,9.35,190.53,1.28
6.14943,30.59,7.45,78.18,0.2,91.14,9.32,191.55,1.28
6.14857,30.28,7.3,77.31,0.19,91.17,9.34,190.72,1.29
6.15609,29.95,7.01,78.01,0.19,90.69,9.38,189.24,1.29
6.19002,29.61,6.69,75.18,0.18,90.84,9.36,188.35,1.29
6.14788,29.29,6.35,75.57,0.19,91.74,9.24,187.32,1.3
6.14493,28.99,6.03,74.67,0.2,90.94,9.27,185.02,1.29
6.15152,28.7,5.71,75.52,0.18,91.72,9.25,184.18,1.29
6.15074,28.42,5.42,78.35,0.18,91.65,9.23,183.41,1.3
6.14684,28.17,5.16,77.91,0.19,92.14,9.24,181.49,1.27
6.14618,27.94,4.93,76.03,0.19,91.55,9.29,180.66,1.3
6.1392,27.73,4.75,75.12,0.17,92.65,9.19,180.4,1.3
6.12689,27.52,4.51,74.6,0.18,91.65,9.31,178.93,1.3
