Date,pH,Temperature (°C),D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
44136.275,6.87491,18.9469,5.63409,62.7888,0.18124,25.9257,6.78936,153.933,0.573456
44136.28542,6.89902,19.0018,6.12683,62.9799,0.178764,26.1991,6.68927,154.638,0.573653
44136.29583,6.91282,19.1076,6.63672,62.7537,0.184088,26.1187,6.6682,155.343,0.573759
44136.30625,6.94838,19.2493,7.13586,63.2182,0.177559,25.9513,6.69422,155.92,0.573785
44136.31667,6.99995,19.431,7.64291,63.1269,0.178964,26.0324,6.65132,156.561,0.573861
44136.32708,7.07434,19.6212,8.13644,63.248,0.177213,25.5884,6.77047,157.65,0.573846
44136.3375,7.15777,19.8364,8.62181,63.5906,0.177757,26.1172,6.82323,158.804,0.574022
44136.34792,7.25477,20.0796,9.10144,63.6173,0.17641,26.2116,6.68895,160.214,0.573895
44136.35833,7.37899,20.3425,9.59559,63.7786,0.178341,25.9146,6.68972,161.752,0.573902
44136.36875,7.54746,20.6087,10.0691,64.1308,0.175237,25.7011,6.80811,163.354,0.57383
44136.37917,7.73714,20.9311,10.538,64.9373,0.174915,25.5417,6.80274,163.866,0.573487
44136.38958,7.9262,21.317,10.9281,65.0798,0.177008,25.6121,6.82425,162.905,0.572799
44136.4,8.11241,21.7263,11.1539,65.4289,0.179302,25.5016,6.85609,160.47,0.571933
44136.41042,8.25704,22.1849,11.3128,65.7924,0.182988,25.8515,6.7795,155.728,0.571083
44136.42083,8.43257,22.7201,11.4179,65.3638,0.180606,26.0184,6.783,150.344,0.570243
44136.43125,8.5248,23.2833,11.4908,65.8807,0.178745,25.4232,6.95433,143.808,0.569334
44136.44167,8.61222,23.8368,11.5606,66.039,0.186293,26.5569,6.60326,137.591,0.568349
44136.45208,8.70699,24.4263,11.5861,66.5246,0.177202,25.853,6.76578,131.632,0.567386
44136.4625,8.77201,25.0412,11.597,66.3993,0.187431,26.122,6.7182,125.287,0.566522
44136.47292,8.81102,25.6487,11.5779,66.5217,0.183899,25.9151,6.75831,119.135,0.565432
44136.48333,8.85248,26.1975,11.4983,67.4796,0.184672,26.2971,6.65978,114.777,0.564846
44136.49375,8.87129,26.7691,11.3522,67.643,0.179286,26.447,6.64114,110.932,0.564268
44136.50417,8.87353,27.3048,11.1442,67.2867,0.179144,26.4791,6.57414,108.176,0.563865
44136.51458,8.87415,27.7411,10.9237,67.6147,0.184685,26.5365,6.57141,106.318,0.563647
44136.525,8.87197,28.0914,10.6614,68.3736,0.18384,26.4241,6.58764,105.228,0.563555
44136.53542,8.85985,28.4343,10.4021,69.0089,0.195562,26.6937,6.48632,104.716,0.563793
44136.54583,8.83557,28.7728,10.1332,68.9281,0.186809,26.4283,6.55275,104.587,0.563997
44136.55625,8.81277,29.0581,9.85441,69.4528,0.184786,26.3747,6.60991,104.716,0.564261
44136.56667,8.78829,29.2592,9.58626,69.4171,0.184671,26.5467,6.52462,105.036,0.564665
44136.57708,8.75652,29.3874,9.3515,69.9578,0.19022,26.832,6.49371,106.318,0.565326
44136.5875,8.72676,29.5573,9.12021,70.2358,0.185901,26.7081,6.51334,108.112,0.565786
44136.59792,8.68949,29.6891,8.87421,69.466,0.195554,26.9951,6.44601,110.611,0.566394
44136.60833,8.6523,29.8136,8.63525,69.8666,0.187389,27.3521,6.44953,111.957,0.567094
44136.61875,8.60773,29.8766,8.39031,69.5523,0.187562,27.6357,6.41643,113.816,0.567735
44136.62917,8.55779,29.9121,8.15359,70.5982,0.182498,27.6112,6.36888,115.802,0.568344
44136.63958,8.49721,29.8643,7.91394,70.1793,0.190639,27.6938,6.32817,118.302,0.569205
44136.65,8.44906,29.7598,7.68335,70.1971,0.185779,28.123,6.33987,121.122,0.570181
44136.66042,8.40209,29.6293,7.46684,71.1984,0.185869,27.9598,6.35029,124.262,0.571289
44136.67083,8.34743,29.4792,7.24361,70.623,0.188734,27.983,6.30778,128.107,0.572224
44136.68125,8.27616,29.3141,7.02572,70.8367,0.187023,27.92,6.4183,132.785,0.57332
44136.69167,8.17819,29.154,6.79516,71.2421,0.18558,28.5677,6.28606,138.232,0.574573
44136.70208,8.07911,28.9623,6.53198,71.2422,0.185242,27.8323,6.45673,144.256,0.57575
44136.7125,7.96318,28.797,6.23409,71.0209,0.188823,28.5478,6.36128,151.178,0.57691
44136.72292,7.79174,28.5837,5.81396,70.8685,0.187154,28.7768,6.42588,157.971,0.578192
44136.73333,7.62345,28.3378,5.361,70.6166,0.188384,28.1105,6.56402,163.226,0.579305
44136.74375,7.49271,28.0883,4.94575,70.6607,0.186134,28.9417,6.43239,166.366,0.580321
44136.75417,7.37845,27.8412,4.55263,71.2393,0.188623,28.548,6.57354,167.776,0.58119
44136.76458,7.28296,27.574,4.17575,70.3193,0.186768,28.426,6.7078,168.545,0.582004
44136.775,7.19622,27.3181,3.82584,70.9092,0.188215,28.8218,6.69289,168.545,0.582868
44136.78542,7.13723,27.0824,3.53091,70.4438,0.189276,28.5863,6.85951,168.224,0.583727
44136.79583,7.08707,26.868,3.27793,70.7589,0.189933,28.6756,6.95467,167.263,0.584444
44136.80625,7.03907,26.6469,3.06756,70.0912,0.193765,28.7543,6.9662,166.558,0.585279
44136.81667,7.00107,26.4116,2.89135,69.9026,0.193692,28.6684,7.07932,165.917,0.585975
44136.82708,6.98204,26.1756,2.75405,69.4602,0.190134,28.8756,7.10795,164.7,0.586734
44136.8375,6.96074,25.9489,2.63761,69.7521,0.192004,28.728,7.29466,163.995,0.58753
44136.84792,6.92035,25.7317,2.54773,69.6714,0.188084,28.4478,7.33516,163.097,0.588305
44136.85833,6.91131,25.4743,2.47645,70.0116,0.190153,28.1922,7.4168,162.457,0.589023
44136.86875,6.89888,25.2133,2.41874,69.7463,0.189566,28.7275,7.33616,161.88,0.58973
44136.87917,6.89204,24.9445,2.38135,68.5101,0.191113,28.235,7.47766,160.919,0.590419
44136.88958,6.88182,24.6865,2.35625,68.55,0.189513,28.4834,7.50706,160.726,0.591245
44136.9,6.87272,24.4522,2.33169,68.8896,0.194795,28.5432,7.51263,159.829,0.591998
44136.91042,6.86925,24.2385,2.32225,68.6497,0.195612,28.2695,7.64888,159.252,0.592649
44136.92083,6.84999,24.0195,2.33105,68.2369,0.193938,28.1324,7.72599,158.868,0.593379
44136.93125,6.84762,23.8068,2.33222,68.0637,0.192312,28.2928,7.71048,158.483,0.594041
44136.94167,6.84075,23.6244,2.33655,68.0376,0.191395,28.4961,7.72359,158.163,0.594805
44136.95208,6.84067,23.4665,2.35142,67.2185,0.192144,28.4408,7.79352,157.586,0.59542
44136.9625,6.82702,23.3131,2.36852,67.6649,0.198818,28.2386,7.86585,157.266,0.596099
44136.97292,6.82581,23.1713,2.38564,67.6998,0.193896,28.4929,7.83329,156.881,0.59668
44136.98333,6.82459,23.0268,2.40549,67.2158,0.195336,28.162,7.95934,156.689,0.597263
44136.99375,6.82904,22.8867,2.41753,66.9353,0.195372,28.3404,7.9489,156.24,0.597905
44137.00417,6.82442,22.7398,2.42728,67.1927,0.202981,28.0794,8.0615,156.048,0.598539
44137.01458,6.8232,22.5888,2.44942,66.5562,0.193262,28.5444,7.98917,155.92,0.599121
44137.025,6.82879,22.4564,2.47844,65.9256,0.194877,28.0067,8.19836,155.599,0.599736
44137.03542,6.83098,22.3199,2.51295,66.4689,0.197941,27.9741,8.20483,155.471,0.600309
44137.04583,6.83203,22.1737,2.5461,65.8983,0.195565,28.0765,8.2151,155.599,0.600883
44137.05625,6.83422,22.0389,2.56975,66.0081,0.19357,27.6134,8.38868,155.664,0.601342
44137.06667,6.83755,21.8972,2.59124,65.7191,0.195062,28.4474,8.14842,155.535,0.602008
44137.07708,6.83861,21.7656,2.61621,64.9988,0.200714,28.4984,8.21753,155.343,0.602537
44137.0875,6.84082,21.6382,2.64584,65.7074,0.193908,27.9681,8.38964,155.151,0.60315
44137.09792,6.83848,21.5152,2.66748,65.1599,0.194252,28.1,8.37257,155.151,0.603666
44137.10833,6.84524,21.3937,2.69776,64.761,0.194999,27.7986,8.44006,155.151,0.604082
44137.11875,6.84404,21.2737,2.72982,64.8677,0.198284,27.7883,8.53133,155.215,0.604735
44137.12917,6.84853,21.1538,2.75072,64.942,0.194467,28.8826,8.25947,155.279,0.605227
44137.13958,6.85417,21.048,2.78806,65.0494,0.194925,28.0045,8.55749,155.279,0.605726
44137.15,6.85639,20.945,2.81512,64.4701,0.196049,27.7984,8.558,155.023,0.606264
44137.16042,6.8552,20.8379,2.8429,63.9278,0.196339,28.0971,8.5828,155.087,0.606733
44137.17083,6.86199,20.7379,2.87698,64.0531,0.194088,28.4821,8.46809,154.895,0.607327
44137.18125,6.86194,20.6212,2.9126,63.6255,0.197933,28.4051,8.488,154.83,0.607762
44137.19167,6.86873,20.5033,2.94686,63.9947,0.194037,27.8841,8.78632,154.895,0.608414
44137.20208,6.86982,20.3813,2.98044,63.8892,0.196022,28.383,8.51443,155.215,0.608985
44137.2125,6.87433,20.265,3.01382,63.5655,0.193784,28.3046,8.65651,155.792,0.609534
44137.22292,6.88571,20.157,3.08656,63.0647,0.196537,27.7999,8.76363,157.009,0.609968
44137.23333,6.88453,20.063,3.20479,63.2583,0.194969,28.4846,8.49126,157.714,0.610314
44137.24375,6.89936,19.9745,3.34611,62.9846,0.196344,27.9272,8.68454,158.996,0.610736
44137.25417,6.9039,19.893,3.52943,62.5602,0.195509,28.1869,8.54761,160.342,0.61112
44137.26458,6.91989,19.8322,3.7912,62.3227,0.198539,28.48,8.40414,161.624,0.611394
44137.275,6.95306,19.8226,4.16746,63.109,0.206931,28.5384,8.3805,163.162,0.611602
44137.28542,6.99309,19.8875,4.75572,63.3901,0.197661,28.8465,8.18769,164.828,0.611625
44137.29583,7.0411,20.0063,5.38118,62.5498,0.195485,28.9274,8.26817,166.622,0.611616
44137.30625,7.07536,20.1058,5.85076,62.8933,0.196249,28.914,7.99886,167.84,0.611616
44137.31667,7.24206,20.2539,6.48174,63.8921,0.191952,28.0659,7.79954,166.943,0.607553
44137.32708,7.30697,20.4271,7.01825,64.1444,0.193325,28.3622,7.57989,169.506,0.607651
44137.3375,7.3866,20.6296,7.52766,63.9905,0.189936,28.33,7.46151,172.326,0.607677
44137.34792,7.47063,20.8643,8.07203,63.9951,0.190855,28.4869,7.43367,176.235,0.60752
44137.35833,7.54535,21.1288,8.61505,63.8866,0.194172,28.6159,7.3191,180.785,0.60722
44137.36875,7.64831,21.43,9.16644,64.5698,0.190067,28.1988,7.41251,185.463,0.606687
44137.37917,7.80537,21.8132,9.78782,64.9304,0.190175,28.029,7.43606,189.949,0.605968
44137.38958,8.00376,22.265,10.416,64.9731,0.191049,28.2544,7.2136,192.385,0.604745
44137.4,8.05436,22.3888,10.4608,64.6239,0.190104,27.7008,7.42726,195.012,0.604076
44137.41042,8.07919,22.4212,10.3322,65.1071,0.189271,27.7411,7.33844,197.96,0.60427
44137.42083,8.13892,22.5114,10.37,65.1963,0.192054,27.9276,7.3036,198.729,0.603737
44137.43125,8.24598,22.6566,10.5345,64.7553,0.190494,27.8888,7.27857,197.383,0.603264
44137.44167,8.34347,22.8896,10.7294,65.1505,0.189488,27.9776,7.19371,194.243,0.602297
44137.45208,8.47106,23.1783,10.9548,65.1797,0.188985,28.1235,7.14522,189.629,0.601199
44137.4625,8.60512,23.6885,11.2858,65.2767,0.189916,28.2772,7.08797,180.144,0.599773
44137.47292,8.71536,24.1454,11.491,65.4579,0.187968,28.7194,6.92514,171.172,0.598412
44137.48333,8.80378,24.6189,11.6563,65.9276,0.190113,28.1617,6.99482,161.431,0.596873
44137.49375,8.87733,25.0904,11.7676,66.1483,0.191651,28.4821,6.79082,151.049,0.595884
44137.50417,8.92023,25.4075,11.724,66.2272,0.18925,28.0954,6.91267,142.911,0.595067
44137.51458,8.93316,25.6633,11.6128,66.5792,0.190089,28.4936,6.76139,137.207,0.594611
44137.525,8.95529,25.8803,11.419,67.0713,0.190857,28.3471,6.77487,132.977,0.594118
44137.53542,8.96616,26.1024,11.2801,66.8715,0.192889,28.3319,6.73465,129.389,0.594126
44137.54583,8.98672,26.3778,11.1424,67.7296,0.189365,28.3284,6.74022,126.377,0.593577
44137.55625,8.98522,26.6042,10.9278,67.5418,0.191013,28.1855,6.71757,123.685,0.593575
44137.56667,8.97933,26.8193,10.6986,67.9949,0.191847,28.3155,6.66584,121.634,0.593778
44137.57708,8.96733,26.9463,10.4721,67.4299,0.193199,28.5499,6.66255,120.993,0.593948
44137.5875,8.95672,27.0321,10.2239,67.6852,0.192832,28.7332,6.52621,120.609,0.594361
44137.59792,8.94422,27.0661,9.96908,68.1734,0.19222,28.9255,6.47068,121.762,0.594739
44137.60833,8.93899,27.0114,9.68307,67.747,0.193766,28.7836,6.44091,123.3,0.595172
44137.61875,8.92279,26.9271,9.46388,68.4252,0.191554,28.6025,6.53528,124.903,0.595726
44137.62917,8.89379,26.7441,9.18959,67.9881,0.191658,29.1012,6.37887,127.146,0.596707
44137.63958,8.8455,26.4204,8.85318,68.381,0.192663,28.979,6.31735,131.055,0.597687
44137.65,8.81111,26.1887,8.63113,68.0524,0.189473,29.4087,6.26208,134.708,0.598824
44137.66042,8.75237,25.8979,8.33442,67.8206,0.189294,29.6245,6.20926,139.963,0.600088
44137.67083,8.6958,25.5978,8.09369,68.6605,0.190137,29.1587,6.25864,145.474,0.601367
44137.68125,8.6569,25.3321,7.91066,68.6373,0.192174,29.4744,6.2007,150.665,0.602505
44137.69167,8.59988,25.0788,7.73304,68.4118,0.18936,29.3625,6.20048,155.664,0.60371
44137.70208,8.53722,24.8118,7.55735,68.5432,0.189039,29.9953,6.06601,160.278,0.604919
44137.7125,8.45311,24.5326,7.32947,68.1094,0.188164,29.8489,6.10376,167.199,0.606156
44137.72292,8.31712,24.2313,7.02553,67.9561,0.188072,29.9005,6.06372,174.505,0.607717
44137.73333,8.156,23.9409,6.67931,68.6139,0.189503,30.5904,5.94979,182.515,0.609272
44137.74375,7.99455,23.6529,6.33273,67.7158,0.188152,30.7394,5.92884,188.988,0.610668
44137.75417,7.82827,23.3642,5.98326,68.222,0.190378,30.1879,6.04653,192.961,0.611823
44137.76458,7.69902,23.0678,5.65018,67.9404,0.18861,30.0884,6.12224,194.435,0.612934
44137.775,7.57517,22.7694,5.32674,67.4485,0.188609,30.4584,6.07512,194.627,0.613973
44137.78542,7.4805,22.4944,5.04745,67.3341,0.190442,30.6288,6.12205,194.756,0.614906
44137.79583,7.40035,22.2622,4.791,67.107,0.191427,30.466,6.22548,193.794,0.615694
44137.80625,7.3314,22.0431,4.56309,66.8158,0.189701,30.2416,6.27719,193.089,0.616485
44137.81667,7.27033,21.7964,4.37762,66.2991,0.189327,30.5312,6.33476,192.705,0.617188
44137.82708,7.22392,21.5711,4.22238,66.4902,0.190788,30.3709,6.45783,191.744,0.61784
44137.8375,7.17857,21.37,4.07781,66.3214,0.190187,30.49,6.4552,190.782,0.618514
44137.84792,7.13997,21.1956,3.95702,65.7498,0.192964,30.0863,6.58753,189.821,0.619196
44137.85833,7.10816,21.0229,3.86477,65.9362,0.190002,30.3204,6.56648,189.052,0.619797
44137.86875,7.08087,20.8351,3.78351,66.0342,0.19199,30.6948,6.58501,188.219,0.620376
44137.87917,7.05469,20.6726,3.71767,66.0968,0.190535,30.4638,6.64659,187.514,0.621051
44137.88958,7.03304,20.4991,3.66343,65.5784,0.190967,30.3018,6.70982,187.13,0.621664
44137.9,7.01365,20.3425,3.61396,64.6142,0.192095,30.3189,6.73731,186.36,0.622256
44137.91042,6.99424,20.1888,3.56599,64.3057,0.196186,31.0644,6.59262,185.72,0.62274
44137.92083,6.98281,20.0367,3.54466,64.6012,0.190332,30.0529,6.84058,185.207,0.623407
44137.93125,6.97136,19.875,3.53208,64.4748,0.193959,30.145,6.86899,184.438,0.62399
44137.94167,6.96219,19.7108,3.52153,63.5979,0.190806,30.0743,6.91326,184.374,0.624521
44137.95208,6.94844,19.5481,3.51917,63.9839,0.190321,30.641,6.80281,183.733,0.625147
44137.9625,6.93924,19.3842,3.51846,64.0749,0.190539,30.3301,6.89916,183.541,0.625697
44137.97292,6.93119,19.2272,3.53076,63.0973,0.192535,30.6692,6.83748,183.028,0.626279
44137.98333,6.92657,19.0966,3.54039,63.9573,0.193512,30.4855,6.89433,182.515,0.626828
44137.99375,6.91966,18.9771,3.53465,63.3278,0.194456,30.6357,6.89694,182.131,0.627307
44138.00417,6.91275,18.8741,3.54995,63.0816,0.190582,30.732,6.89484,181.49,0.627772
44138.01458,6.91043,18.7904,3.5763,62.7167,0.192032,30.212,7.03621,181.17,0.628204
44138.025,6.90696,18.7081,3.61607,62.7537,0.190977,30.1785,7.06681,180.849,0.628553
44138.03542,6.90119,18.623,3.64889,62.3452,0.192144,30.3775,7.03064,180.721,0.62891
44138.04583,6.90001,18.5243,3.68886,62.4621,0.191076,30.6372,7.01026,180.721,0.62931
44138.05625,6.89767,18.4202,3.72753,62.3247,0.190926,30.414,7.04605,180.721,0.629732
44138.06667,6.89534,18.3257,3.7686,62.2226,0.191749,30.0401,7.24319,180.465,0.630174
44138.07708,6.89646,18.234,3.80721,62.0537,0.192012,30.3871,7.07735,180.272,0.630545
44138.0875,6.89412,18.1437,3.83328,61.7706,0.189413,30.1808,7.14834,180.272,0.630935
44138.09792,6.89294,18.0589,3.85242,61.5256,0.190587,30.143,7.17983,180.016,0.631326
44138.10833,6.88946,17.9728,3.87046,61.7148,0.19254,30.0226,7.19576,179.567,0.631745
44138.11875,6.88828,17.8922,3.88365,61.6652,0.191968,30.2269,7.17188,179.183,0.632166
44138.12917,6.88594,17.8184,3.92205,61.2839,0.192437,30.2824,7.1835,179.119,0.632464
44138.13958,6.88707,17.7433,3.94806,60.8517,0.192687,30.1765,7.2393,179.119,0.632783
44138.15,6.88704,17.6778,3.98869,60.857,0.192052,30.0843,7.26373,179.055,0.633101
44138.16042,6.88586,17.5986,4.00952,60.9632,0.190507,30.0562,7.27839,179.183,0.633489
44138.17083,6.88698,17.529,4.0306,60.652,0.193933,29.9566,7.32955,179.311,0.633795
44138.18125,6.88465,17.4608,4.04416,60.5165,0.191768,30.4181,7.23134,179.375,0.634113
44138.19167,6.88693,17.3872,4.07583,60.3361,0.193594,30.4772,7.24274,179.311,0.634574
44138.20208,6.88806,17.3217,4.10682,60.2454,0.192531,30.2204,7.3327,179.055,0.634953
44138.2125,6.89149,17.2604,4.14933,60.5801,0.19195,30.217,7.32375,178.798,0.635314
44138.22292,6.89378,17.1991,4.20828,60.22,0.191622,30.1281,7.43056,179.119,0.635638
44138.23333,6.89838,17.1541,4.34083,59.7223,0.190473,30.7101,7.24978,179.439,0.635789
44138.24375,6.9076,17.116,4.50736,59.8502,0.190348,30.492,7.2724,180.016,0.636017
44138.25417,6.9226,17.0847,4.71646,59.2762,0.191939,30.6107,7.20342,180.849,0.636182
44138.26458,6.93876,17.0751,4.9978,59.2965,0.192121,30.5154,7.22105,182.067,0.636352
44138.275,6.96301,17.1064,5.38541,59.6562,0.190558,30.6378,7.13603,183.541,0.636439
44138.28542,6.99764,17.18,5.85964,59.4501,0.192612,30.5815,7.06301,185.784,0.636449
44138.29583,7.03225,17.2835,6.34811,59.3664,0.190153,30.6469,6.95925,188.347,0.636427
44138.30625,7.08183,17.4144,6.85173,59.448,0.190187,30.2663,6.98834,189.885,0.63647
44138.31667,7.12557,17.5863,7.37797,59.5317,0.18959,30.9156,6.84908,191.487,0.636444
44138.32708,7.18306,17.8047,7.90635,59.5508,0.191163,30.658,6.82779,193.282,0.636324
44138.3375,7.24965,18.048,8.42373,59.565,0.190662,31.0044,6.80402,195.332,0.636194
44138.34792,7.32529,18.3161,8.96095,59.7926,0.187093,30.0121,7.02399,197.575,0.636179
44138.35833,7.40881,18.6066,9.4911,59.6681,0.189174,30.8237,6.75948,200.78,0.635916
44138.36875,7.51618,18.9345,10.0106,59.8698,0.186264,30.4842,6.86499,204.304,0.635556
44138.37917,7.64386,19.3002,10.5376,59.7763,0.187889,30.1995,7.04675,207.573,0.634846
44138.38958,7.80548,19.6942,11.0096,60.1373,0.185822,30.3573,6.83704,211.097,0.633548
44138.4,7.98926,20.1612,11.4643,60.5311,0.186094,30.1315,6.9003,213.405,0.631647
44138.41042,8.16655,20.6795,11.7539,60.5087,0.185207,30.3764,6.85374,213.34,0.629939
44138.42083,8.29007,21.1176,11.8985,60.2446,0.186632,30.1202,6.89741,212.315,0.63021
44138.43125,8.40963,21.5921,11.9983,60.0866,0.186936,30.3802,6.85722,209.559,0.628721
44138.44167,8.49632,21.9842,12.0723,60.2902,0.183945,29.9067,6.93024,206.483,0.626717
44138.45208,8.60578,22.5226,12.1655,60.3174,0.183253,30.4881,6.80905,199.818,0.625987
44138.4625,8.68468,22.9957,12.2059,60.3868,0.182273,29.9689,6.86693,194.115,0.626575
44138.47292,8.74621,23.4978,12.1754,60.5828,0.182921,30.9741,6.63482,186.617,0.624344
44138.48333,8.80223,23.9453,12.1328,61.0182,0.183579,30.654,6.71854,179.696,0.623929
44138.49375,8.84135,24.3661,11.9678,60.9834,0.183125,30.8405,6.67063,173.159,0.623402
44138.50417,8.86066,24.7023,11.7484,60.7373,0.182098,30.4451,6.73462,167.968,0.622712
44138.51458,8.87437,25.0268,11.6084,60.5136,0.183225,30.2664,6.7312,162.841,0.622695
44138.525,8.87916,25.3336,11.2827,60.5684,0.184811,30.2251,6.77342,158.547,0.622928
44138.53542,8.87417,25.5934,11.1025,61.0784,0.185524,30.3432,6.71519,155.984,0.622014
44138.54583,8.86508,25.7928,10.8533,60.5504,0.184319,31.091,6.53073,154.83,0.623397
44138.55625,8.86173,25.9694,10.5975,61.3867,0.18649,30.6263,6.6537,154.19,0.623633
44138.56667,8.84312,26.0804,10.3591,61.8626,0.186441,30.3941,6.68235,154.638,0.623694
44138.57708,8.82586,26.1565,10.0924,61.6863,0.185632,30.7298,6.60593,155.856,0.625701
44138.5875,8.80656,26.2004,9.87267,61.678,0.186806,30.716,6.58558,156.369,0.625664
44138.59792,8.78439,26.1653,9.61335,62.1907,0.186431,31.058,6.53668,158.419,0.624381
44138.60833,8.76573,26.1024,9.41301,62.0971,0.186121,31.0517,6.62266,159.509,0.626515
44138.61875,8.74518,25.9782,9.20737,62.3854,0.186238,31.197,6.49475,161.111,0.627615
44138.62917,8.72715,25.8016,8.9998,62.9448,0.1871,31.0334,6.53738,163.29,0.628467
44138.63958,8.69809,25.5905,8.83557,62.8267,0.184656,31.5351,6.38184,165.725,0.629833
44138.65,8.66674,25.38,8.65487,62.804,0.184558,31.4772,6.55667,167.904,0.62953
44138.66042,8.63912,25.0947,8.4951,62.5089,0.184183,32.1271,6.25855,170.339,0.63044
44138.67083,8.60131,24.8132,8.31949,62.7019,0.185688,31.8106,6.31389,173.031,0.631559
44138.68125,8.55332,24.5269,8.14539,63.1371,0.183808,31.725,6.30183,176.171,0.632924
44138.69167,8.48615,24.2285,7.96087,63.2328,0.184828,32.281,6.16486,180.208,0.634063
44138.70208,8.42122,23.9053,7.77168,63.4783,0.184306,32.3919,6.16042,184.31,0.635443
44138.7125,8.37969,23.6173,7.53827,63.2003,0.184321,32.721,6.03992,186.681,0.636699
44138.72292,8.25115,23.3074,7.21673,63.7026,0.184598,32.2732,6.07173,190.077,0.638388
44138.73333,8.09419,22.9631,6.88735,63.8362,0.183025,32.5194,6.00939,195.204,0.640247
44138.74375,7.94236,22.6678,6.55039,63.6942,0.185854,32.7552,5.99126,198.729,0.641885
44138.75417,7.79362,22.379,6.22948,63.4663,0.18367,33.1739,5.94236,200.395,0.643207
44138.76458,7.65588,22.1147,5.88929,63.4974,0.184967,32.6964,6.04304,201.036,0.644373
44138.775,7.53721,21.8496,5.55342,63.4237,0.184882,32.7237,6.08428,201.036,0.645447
44138.78542,7.44555,21.6201,5.2557,62.8974,0.183233,32.6408,6.18503,200.587,0.646356
44138.79583,7.35716,21.3909,4.98864,63.0466,0.185276,33.41,6.14672,199.562,0.64714
44138.80625,7.28913,21.1622,4.76492,62.9277,0.186608,32.725,6.26232,198.793,0.647798
44138.81667,7.23352,20.945,4.56009,62.7541,0.184649,33.0007,6.28701,197.64,0.648633
44138.82708,7.17781,20.749,4.38771,62.447,0.183927,33.2252,6.30185,196.806,0.649323
44138.8375,7.13684,20.5838,4.22884,62.4869,0.186031,33.1428,6.36618,196.101,0.649847
44138.84792,7.09925,20.416,4.08892,62.0484,0.185592,32.9771,6.46356,195.14,0.650491
44138.85833,7.06733,20.2525,3.9884,61.9246,0.183968,33.2486,6.44169,193.923,0.651143
44138.86875,7.04109,20.0976,3.88952,62.3848,0.183967,32.7561,6.58852,193.282,0.651724
44138.87917,7.01939,19.9413,3.79969,61.9189,0.185468,32.5271,6.68254,192.513,0.652282
44138.88958,6.99995,19.8033,3.71946,61.8825,0.184091,32.917,6.69501,191.808,0.652916
44138.9,6.97935,19.6694,3.64959,61.4565,0.18457,32.6315,6.75136,190.782,0.653459
44138.91042,6.96446,19.5426,3.60387,61.6636,0.183725,32.6962,6.77464,189.757,0.654002
44138.92083,6.95528,19.4089,3.58705,61.0977,0.185664,32.6687,6.81619,189.116,0.654491
44138.93125,6.94151,19.274,3.54188,61.2317,0.184297,32.8098,6.80389,188.539,0.655001
44138.94167,6.92887,19.1351,3.51582,60.6546,0.183772,32.7717,6.9013,188.027,0.655549
44138.95208,6.91852,18.9949,3.48739,60.541,0.183571,33.0776,6.8202,187.514,0.656134
44138.9625,6.9116,18.8686,3.46275,60.9208,0.188136,32.7138,6.98904,186.809,0.656602
44138.97292,6.90697,18.7478,3.46257,60.5276,0.184371,32.4532,7.14058,186.168,0.657164
44138.98333,6.8966,18.645,3.45321,60.4006,0.184707,33.1548,6.92152,185.335,0.65766
44138.99375,6.89427,18.5476,3.4759,60.647,0.183753,32.7498,7.04527,184.694,0.658107
44139.00417,6.8885,18.4736,3.48428,60.2046,0.183175,32.4652,7.11342,184.117,0.65846
44139.01458,6.88847,18.4051,3.50852,59.7618,0.184731,32.4502,7.12648,183.348,0.658957
44139.025,6.88499,18.3271,3.53245,59.9104,0.185158,32.5066,7.14323,182.9,0.659301
44139.03542,6.88266,18.2395,3.54389,60.0212,0.183631,32.2875,7.2332,182.515,0.659738
44139.04583,6.87458,18.1642,3.55596,60.0898,0.184846,32.6019,7.1764,182.259,0.660121
44139.05625,6.87685,18.0931,3.55623,59.3977,0.185281,31.9013,7.37589,181.875,0.660618
44139.06667,6.87567,18.022,3.57859,58.9929,0.18443,32.5611,7.27741,181.362,0.660911
44139.07708,6.87218,17.9537,3.59815,58.9005,0.183145,32.7163,7.25364,180.785,0.661363
44139.0875,6.87215,17.8867,3.61428,59.1012,0.183136,32.3592,7.32263,180.465,0.661733
44139.09792,6.87212,17.8157,3.63867,58.5012,0.183233,32.5945,7.32029,179.888,0.662114
44139.10833,6.86864,17.7419,3.65672,58.5202,0.184536,33.1766,7.20214,179.696,0.662523
44139.11875,6.8686,17.6737,3.65775,58.3861,0.184637,32.5506,7.36444,179.632,0.662914
44139.12917,6.87088,17.6013,3.68913,58.6245,0.183907,32.6166,7.39751,179.375,0.663317
44139.13958,6.86854,17.5249,3.70607,58.57,0.184,33.1081,7.29945,179.119,0.663685
44139.15,6.87081,17.4445,3.7345,58.1518,0.183907,32.6401,7.43028,178.542,0.664066
44139.16042,6.87538,17.3612,3.76524,58.1163,0.183781,32.6857,7.44416,178.222,0.664407
44139.17083,6.87304,17.2686,3.7886,57.7797,0.186554,32.5449,7.48354,178.093,0.664815
44139.18125,6.87646,17.1718,3.8118,57.6171,0.184124,32.4042,7.54006,177.901,0.66521
